class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
p,f,s,e,False,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l
p,x,s,e,False,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d
e,k,s,g,False,n,f,w,b,w,e,?,k,s,w,w,p,w,t,p,w,s,g
p,x,s,e,False,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p
p,k,s,n,False,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l
p,k,y,e,False,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l
p,x,s,n,False,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p
e,b,s,g,False,n,f,w,b,g,e,?,s,k,w,w,p,w,t,p,w,n,g
p,x,s,n,False,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l
p,f,s,e,False,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d
p,k,s,n,False,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d
e,b,s,g,False,n,f,w,b,w,e,?,s,s,w,w,p,w,t,p,w,s,g
p,x,s,n,False,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p
p,f,y,e,False,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p
p,f,s,e,False,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d
p,f,y,n,False,m,f,c,b,y,e,c,k,y,c,c,p,w,n,n,w,c,d
e,b,f,g,False,n,f,w,b,g,e,?,k,s,w,w,p,w,t,p,w,s,g
p,f,s,e,False,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p
p,k,s,n,False,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l
e,k,s,g,False,n,f,w,b,p,e,?,s,k,w,w,p,w,t,p,w,n,g
p,k,y,n,False,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l
p,x,s,e,False,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l
e,b,s,n,False,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,y,c,l
p,k,y,n,False,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l
p,f,y,n,False,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l
e,x,s,n,False,n,a,c,b,n,e,?,s,s,o,o,p,n,o,p,b,c,l
p,k,s,n,False,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l
p,k,s,n,False,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d
p,k,s,n,False,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p
p,k,s,n,False,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p
e,f,y,c,True,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,y,p
e,f,s,n,False,n,a,c,b,n,e,?,s,s,o,o,p,n,o,p,n,c,l
e,b,s,w,False,n,f,w,b,g,e,?,k,k,w,w,p,w,t,p,w,n,g
p,k,s,e,False,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p
e,b,s,g,False,n,f,w,b,w,e,?,s,s,w,w,p,w,t,p,w,n,g
p,k,y,e,False,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p
p,k,y,n,False,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d
e,x,s,n,False,n,a,c,b,o,e,?,s,s,o,o,p,o,o,p,y,c,l
p,x,s,e,False,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p
p,x,s,n,False,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d
p,f,s,e,False,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l
p,f,y,e,False,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p
p,x,y,e,False,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p
p,k,s,e,False,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d
e,k,y,n,False,n,f,c,b,w,e,b,y,y,n,n,p,w,t,p,w,y,d
p,f,s,e,False,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d
p,k,s,n,False,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p
p,f,y,n,False,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p
p,f,s,e,False,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d
e,k,f,g,False,n,f,w,b,w,e,?,s,s,w,w,p,w,t,p,w,n,g
p,k,s,n,False,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d
e,b,f,w,False,n,f,w,b,p,e,?,k,s,w,w,p,w,t,p,w,s,g
p,k,s,e,False,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l
e,x,s,g,False,n,f,w,b,p,e,?,k,k,w,w,p,w,t,p,w,n,g
e,k,s,n,False,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,y,c,l
p,k,s,e,False,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p
p,k,y,n,False,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l
e,k,f,g,False,n,f,w,b,g,e,?,k,k,w,w,p,w,t,p,w,n,g
p,x,s,n,False,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l
p,k,y,n,False,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l
e,x,f,w,False,n,f,w,b,g,e,?,k,s,w,w,p,w,t,p,w,n,g
p,k,y,e,False,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p
p,k,s,e,False,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l
p,k,s,e,False,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l
p,k,y,e,False,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p
p,k,y,n,False,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p
e,k,s,g,False,n,f,w,b,g,e,?,k,k,w,w,p,w,t,p,w,n,g
p,k,y,n,False,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p
p,k,s,e,False,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l
e,x,s,g,False,n,f,w,b,w,e,?,s,k,w,w,p,w,t,p,w,n,g
e,f,s,n,False,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,y,v,l
e,k,s,g,False,n,f,w,b,g,e,?,k,s,w,w,p,w,t,p,w,n,g
p,x,s,e,False,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p
p,k,s,n,False,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d
p,k,s,n,False,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p
e,x,s,g,False,n,f,w,b,p,e,?,k,s,w,w,p,w,t,p,w,s,g
p,k,y,e,False,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p
e,f,s,n,False,n,a,c,b,n,e,?,s,s,o,o,p,o,o,p,y,v,l
e,k,s,w,False,n,f,w,b,w,e,?,k,k,w,w,p,w,t,p,w,n,g
p,f,y,e,False,m,f,c,b,y,e,c,k,y,c,c,p,w,n,n,w,c,d
e,b,s,g,False,n,f,w,b,g,e,?,k,k,w,w,p,w,t,p,w,s,g
p,f,y,n,False,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p
e,b,s,n,False,n,a,c,b,o,e,?,s,s,o,o,p,n,o,p,b,c,l
e,b,s,g,False,n,f,w,b,w,e,?,k,s,w,w,p,w,t,p,w,n,g
e,k,s,n,False,n,a,c,b,n,e,?,s,s,o,o,p,o,o,p,y,c,l
e,b,s,g,False,n,f,w,b,p,e,?,k,k,w,w,p,w,t,p,w,n,g
p,k,s,n,False,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l
p,k,y,n,False,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p
e,f,s,n,False,n,a,c,b,n,e,?,s,s,o,o,p,n,o,p,o,c,l
p,k,s,e,False,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p
p,f,s,e,False,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p
p,k,s,n,False,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l
p,k,s,n,False,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l
e,b,s,n,False,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,y,v,l
e,k,f,g,False,n,f,w,b,w,e,?,k,k,w,w,p,w,t,p,w,s,g
e,b,s,n,False,n,a,c,b,o,e,?,s,s,o,o,p,o,o,p,o,c,l
p,k,s,n,False,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l
p,k,y,e,False,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l
p,k,y,e,False,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p
p,k,s,n,False,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l
e,f,s,n,False,n,a,c,b,n,e,?,s,s,o,o,p,o,o,p,n,c,l
p,k,s,e,False,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d
e,x,s,n,False,n,a,c,b,o,e,?,s,s,o,o,p,o,o,p,o,v,l
p,k,s,n,False,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d
e,k,s,w,False,n,f,w,b,p,e,?,s,s,w,w,p,w,t,p,w,s,g
p,k,y,e,False,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d
p,k,y,n,False,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d
e,k,f,g,False,n,f,w,b,g,e,?,s,s,w,w,p,w,t,p,w,s,g
p,f,s,n,False,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p
e,x,s,g,False,n,f,w,b,w,e,?,s,s,w,w,p,w,t,p,w,n,g
p,k,y,n,False,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p
p,f,s,e,False,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d
e,x,f,w,False,n,f,w,b,p,e,?,k,k,w,w,p,w,t,p,w,n,g
p,k,y,n,False,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l
p,f,y,n,False,m,a,c,b,w,e,c,k,y,c,c,p,w,n,n,w,c,d
e,b,f,g,False,n,f,w,b,w,e,?,s,s,w,w,p,w,t,p,w,n,g
p,k,y,e,False,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p
p,x,y,e,False,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d
p,k,s,e,False,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l
e,k,f,g,False,n,f,w,b,g,e,?,s,k,w,w,p,w,t,p,w,n,g
e,k,f,w,False,n,f,w,b,p,e,?,s,s,w,w,p,w,t,p,w,s,g
p,k,y,e,False,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d
e,k,s,g,False,n,f,w,b,g,e,?,s,s,w,w,p,w,t,p,w,n,g
p,k,s,n,False,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d
p,k,y,n,False,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l
e,k,s,w,False,n,f,w,b,w,e,?,k,s,w,w,p,w,t,p,w,s,g
p,k,y,e,False,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l
e,b,s,w,False,n,f,w,b,w,e,?,k,s,w,w,p,w,t,p,w,s,g
p,k,s,n,False,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d
e,x,s,w,False,n,f,w,b,w,e,?,s,k,w,w,p,w,t,p,w,n,g
e,b,s,n,False,n,a,c,b,n,e,?,s,s,o,o,p,o,o,p,n,v,l
p,k,s,n,False,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d
p,k,y,e,False,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p
e,x,f,w,False,n,f,w,b,w,e,?,s,s,w,w,p,w,t,p,w,n,g
p,x,y,e,False,m,a,c,b,y,e,c,k,y,c,c,p,w,n,n,w,c,d
p,k,s,e,False,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p
p,k,s,n,False,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l
p,k,y,n,False,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p
p,k,s,e,False,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d
e,k,s,n,False,n,a,c,b,o,e,?,s,s,o,o,p,n,o,p,b,c,l
p,k,y,n,False,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l
e,f,y,n,False,n,f,c,b,w,e,b,y,y,n,n,p,w,t,p,w,y,d
e,k,s,g,False,n,f,w,b,w,e,?,s,s,w,w,p,w,t,p,w,n,g
p,f,y,e,False,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l
p,k,y,y,False,n,f,w,n,y,e,c,y,y,y,y,p,y,o,e,w,c,l
p,k,y,e,False,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p
p,k,s,e,False,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l
p,k,y,e,False,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l
e,b,s,n,False,n,a,c,b,o,e,?,s,s,o,o,p,n,o,p,n,c,l
e,x,s,g,True,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,y,p
e,k,s,g,False,n,f,w,b,p,e,?,k,s,w,w,p,w,t,p,w,n,g
p,f,y,e,False,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p
p,k,s,e,False,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p
p,k,y,e,False,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l
e,b,f,w,False,n,f,w,b,w,e,?,k,k,w,w,p,w,t,p,w,n,g
e,f,s,n,False,n,a,c,b,n,e,?,s,s,o,o,p,o,o,p,o,c,l
p,k,s,n,False,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p
p,k,s,e,False,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d
e,x,f,w,False,n,f,w,b,g,e,?,k,s,w,w,p,w,t,p,w,s,g
p,k,y,e,False,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l
e,x,f,w,False,n,f,w,b,g,e,?,s,s,w,w,p,w,t,p,w,s,g
p,k,y,e,False,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l
p,k,y,n,False,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p
e,x,s,g,False,n,f,w,b,p,e,?,k,s,w,w,p,w,t,p,w,n,g
e,x,s,w,False,n,f,w,b,g,e,?,s,k,w,w,p,w,t,p,w,n,g
p,k,y,n,False,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d
p,k,s,n,False,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l
p,k,s,e,False,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d
e,b,f,w,False,n,f,w,b,p,e,?,k,k,w,w,p,w,t,p,w,n,g
p,f,s,n,False,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p
p,k,s,e,False,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d
p,k,s,n,False,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l
p,x,y,n,False,m,f,c,b,y,e,c,k,y,c,c,p,w,n,n,w,c,d
p,k,y,n,False,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l
e,f,s,n,False,n,a,c,b,o,e,?,s,s,o,o,p,n,o,p,y,c,l
p,x,y,e,False,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d
e,f,s,n,False,n,a,c,b,y,e,?,s,s,o,o,p,n,o,p,y,v,l
e,b,s,w,False,n,f,w,b,g,e,?,s,s,w,w,p,w,t,p,w,n,g
e,b,s,g,False,n,f,w,b,p,e,?,s,s,w,w,p,w,t,p,w,n,g
p,k,y,e,False,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l
p,k,s,n,False,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d
p,k,s,e,False,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p
p,k,s,e,False,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d
e,b,f,w,False,n,f,w,b,g,e,?,s,s,w,w,p,w,t,p,w,s,g
e,k,s,g,False,n,f,w,b,p,e,?,s,s,w,w,p,w,t,p,w,n,g
p,f,y,e,False,m,f,c,b,w,e,c,k,y,c,c,p,w,n,n,w,c,d
p,k,y,n,False,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d
p,k,y,n,False,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p
p,f,s,e,False,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d
p,x,s,n,False,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d
p,k,y,n,False,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p
p,k,y,c,False,m,f,c,b,y,e,c,k,y,c,c,p,w,n,n,w,c,d
p,k,y,n,False,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d
e,k,s,w,False,n,f,w,b,g,e,?,s,s,w,w,p,w,t,p,w,n,g
p,f,y,n,False,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l
e,b,f,g,False,n,f,w,b,p,e,?,s,s,w,w,p,w,t,p,w,s,g
p,f,s,e,False,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d
p,k,s,e,False,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l
e,k,s,g,False,n,f,w,b,p,e,?,k,s,w,w,p,w,t,p,w,s,g
e,x,s,g,False,n,f,w,b,p,e,?,s,s,w,w,p,w,t,p,w,s,g
p,k,s,e,False,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l
e,k,s,n,False,n,a,c,b,n,e,?,s,s,o,o,p,n,o,p,y,c,l
e,f,y,p,True,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,y,p
e,b,s,w,False,n,f,w,b,g,e,?,s,k,w,w,p,w,t,p,w,n,g
p,f,y,n,False,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l
p,f,s,e,False,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p
p,k,s,e,False,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l
e,k,f,g,False,n,f,w,b,p,e,?,s,s,w,w,p,w,t,p,w,n,g
e,x,f,w,False,n,f,w,b,p,e,?,k,k,w,w,p,w,t,p,w,s,g
e,x,s,c,True,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,y,p
e,k,f,g,False,n,f,w,b,w,e,?,s,s,w,w,p,w,t,p,w,s,g
p,k,s,e,False,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l
p,k,y,e,False,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p
p,k,s,n,False,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p
p,x,y,e,False,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p
e,k,s,n,False,n,a,c,b,o,e,?,s,s,o,o,p,o,o,p,o,c,l
p,f,y,y,False,n,f,w,n,w,e,c,y,y,y,y,p,y,o,e,w,c,l
p,x,y,c,False,m,a,c,b,w,e,c,k,y,c,c,p,w,n,n,w,c,d
p,x,s,n,False,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d
e,x,y,p,True,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,v,p
p,k,y,n,False,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p
e,k,s,g,False,n,f,w,b,g,e,?,s,k,w,w,p,w,t,p,w,n,g
e,b,s,g,False,n,f,w,b,p,e,?,s,k,w,w,p,w,t,p,w,s,g
p,k,s,e,False,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p
e,x,s,n,False,n,a,c,b,o,e,?,s,s,o,o,p,n,o,p,b,v,l
e,b,s,n,False,n,a,c,b,o,e,?,s,s,o,o,p,n,o,p,b,v,l
e,f,s,n,True,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,y,p
e,k,s,g,False,n,f,w,b,g,e,?,s,s,w,w,p,w,t,p,w,s,g
p,f,s,n,False,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d
p,k,s,n,False,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d
p,f,y,n,False,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l
p,k,y,e,False,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d
p,k,s,n,False,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l
p,k,s,e,False,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p
e,b,s,w,False,n,f,w,b,w,e,?,k,s,w,w,p,w,t,p,w,n,g
p,k,y,n,False,m,f,c,b,y,e,c,k,y,c,c,p,w,n,n,w,c,d
p,k,y,e,False,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d
e,k,s,n,False,n,a,c,b,o,e,?,s,s,o,o,p,o,o,p,y,v,l
p,k,s,e,False,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p
e,b,s,w,False,n,f,w,b,w,e,?,k,k,w,w,p,w,t,p,w,s,g
e,x,s,g,False,n,f,w,b,p,e,?,k,k,w,w,p,w,t,p,w,s,g
p,k,s,n,False,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l
p,k,y,n,False,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p
p,k,s,n,False,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d
p,k,y,e,False,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p
p,k,s,e,False,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l
p,k,y,n,False,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p
e,b,s,g,False,n,f,w,b,p,e,?,k,k,w,w,p,w,t,p,w,s,g
p,k,y,e,False,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p
e,b,f,w,False,n,f,w,b,g,e,?,s,k,w,w,p,w,t,p,w,s,g
p,c,y,y,False,n,f,w,n,y,e,c,y,y,y,y,p,y,o,e,w,c,l
p,x,s,n,False,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p
p,k,y,e,False,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l
e,x,s,g,False,n,f,w,b,g,e,?,s,s,w,w,p,w,t,p,w,s,g
e,b,s,n,False,n,a,c,b,n,e,?,s,s,o,o,p,n,o,p,y,v,l
p,k,y,e,False,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l
e,b,s,n,False,n,a,c,b,o,e,?,s,s,o,o,p,o,o,p,n,c,l
p,k,y,e,False,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l
p,k,y,e,False,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l
p,k,s,e,False,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p
e,b,s,g,False,n,f,w,b,p,e,?,s,s,w,w,p,w,t,p,w,s,g
e,k,s,n,False,n,a,c,b,n,e,?,s,s,o,o,p,o,o,p,n,c,l
e,b,s,n,False,n,a,c,b,y,e,?,s,s,o,o,p,n,o,p,n,v,l
p,x,s,n,False,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d
e,x,s,g,True,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,v,p
e,x,f,g,False,n,f,w,b,w,e,?,k,s,w,w,p,w,t,p,w,s,g
p,k,s,n,False,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l
e,k,f,g,False,n,f,w,b,p,e,?,k,s,w,w,p,w,t,p,w,n,g
p,k,s,n,False,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p
p,k,y,e,False,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d
p,k,y,n,False,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d
e,f,s,p,True,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,y,p
p,k,y,n,False,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d
p,k,y,e,False,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p
e,f,s,n,False,n,a,c,b,y,e,?,s,s,o,o,p,n,o,p,b,c,l
p,k,y,e,False,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l
p,k,y,n,False,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d
p,k,y,n,False,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d
p,f,y,n,False,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p
p,k,s,e,False,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p
p,k,y,e,False,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l
e,x,s,n,False,n,a,c,b,n,e,?,s,s,o,o,p,o,o,p,o,c,l
p,f,s,e,False,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p
e,k,s,g,False,n,f,w,b,p,e,?,s,s,w,w,p,w,t,p,w,s,g
p,k,s,e,False,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l
p,k,s,e,False,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l
e,f,s,n,False,n,a,c,b,n,e,?,s,s,o,o,p,o,o,p,o,v,l
p,k,s,n,False,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l
e,x,f,g,False,n,f,w,b,p,e,?,s,k,w,w,p,w,t,p,w,s,g
e,k,s,n,False,n,a,c,b,n,e,?,s,s,o,o,p,o,o,p,o,v,l
p,f,s,e,False,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p
p,k,s,n,False,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d
e,f,y,n,True,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,y,p
e,x,f,g,False,n,f,w,b,g,e,?,s,k,w,w,p,w,t,p,w,n,g
e,k,s,w,False,n,f,w,b,w,e,?,k,s,w,w,p,w,t,p,w,n,g
e,b,s,n,False,n,a,c,b,n,e,?,s,s,o,o,p,n,o,p,b,c,l
p,k,y,e,False,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p
p,k,y,e,False,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l
e,k,y,n,False,n,f,c,b,w,e,b,y,y,n,n,p,w,t,p,w,y,p
e,x,f,g,False,n,f,w,b,p,e,?,k,k,w,w,p,w,t,p,w,s,g
p,k,s,n,False,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p
